frog6c_var,,,"A cleaner, but more mischievous variant.",Ribbit
frog7_name,"min nobility so 'rascal', less noble implications",xx,Grubby Rascal,Ribbit
frog7_hint,need to mention max. odour,xx,Using dreamier stock maximise smell while reducing all illusions of grandeur to a minimum.,Ribbit
frog7_lore1,a small microaggression here of the low nobility must equal rascal/dirty/bad - this is done throughout the books for anything describing low nobility,xx,These scamps are shunned by most of their neighbours for their messy appearance.,Ribbit
frog7_lore2,"dream stock, min. nobility, max. odour",xx,"And rightfully so, for they'd sell their own pondmother for half a bug if you let them.",Ribbit
frog7_likes,,,"Bowling shoes, trilbys, 90s fashion choices",Ribbit
frog7_key,,xx,gr,Ribbit
frog7b_name,+E,,Starving Rascal,Ribbit
frog7b_var,,,A much hungrier variant.,Ribbit
frog7c_name,waking stock,,Common Rascal,Ribbit
frog7c_var,,,A variant from alternate stock.,Ribbit
frog8_name,min. size,xx,Pocket Snoozer,Ribbit
frog8_hint,"dream stock, min. amp",xx,"From dream stock, reduce size to a minimum.",Ribbit
frog8_lore1,,xx,"An extremely small species, distorted to extremes through our shared memories.",Ribbit
frog8_lore2,,xx,They clump together for protection as well as to keep cosiness at an absolute maximum.,Ribbit
frog8_likes,,,"Sunrise yoga, camomile tea, the front pocket of dungarees",Ribbit
frog8_key,,xx,ps,Ribbit
frog8b_name,-R -U,,Silent Snoozer,Ribbit
frog8b_var,less umbrage and ribbit,,A calmer and quieter variant.,Ribbit
frog8c_name,+S,,Damp Snoozer,Ribbit
frog8c_var,more saturation,,A much wetter variant.,Ribbit
frog9_name,,xx,Pristine Peach-eyes,Ribbit
frog9_hint,"common stock, min. amp and odour",,"From a common base, reduce size and stench as much as possible.",Ribbit
frog9_lore1,,xx,"It's not very common for frogs to have a low odour trait, and often is seen as unnatural.",Ribbit
frog9_lore2,,xx,"Their presence acts as a natural filter of the nearby air, great for covering up all that damp!",Ribbit
frog9_likes,,,"Tidy houses, hoovering, new boat smell",Ribbit
frog9_key,,,pp,Ribbit
frog9b_name,+N,,Preening Peach-eyes,Ribbit
frog9b_var,,,A more noble variant.,Ribbit
frog9c_name,+U and +R,,Pristine Red-eyes,Ribbit
frog9c_var,,,A louder and angrier variant.,Ribbit
frog10_name,,xx,Spotless Napper,Ribbit
frog10_hint,"dream stock, min. odour",,"From standard dreams, reduce its odour to the limit.",Ribbit
frog10_lore1,,xx,"The other end of extreme odours, this time amplified by the memories of the dream.",Ribbit
frog10_lore2,,xx,"They completely neutralize any scent nearby, making for an odd, almost unnatural 'smell'.",Ribbit
frog10_likes,,,"Clean sheets, dishwashers, [legally distinct cleaning brand name]",Ribbit
frog10_key,,,sn,Ribbit
frog10b_name,- A,,Slippery Napper,Ribbit
frog10b_var,,,A much smaller variant.,Ribbit
frog10c_name,comon base,,Spotless Nipper,Ribbit
frog10c_var,,,A variant from common stock.,Ribbit
frog11_name,,xx,Dripping Giant,Ribbit
frog11_hint,"common stock, max amp. and saturation",,"With a standard base, increase heft and hydration to the limit.",Ribbit
frog11_lore1,,xx,"These impressive frogs suffer from a form of hyperhidrosis, constantly producing moisture.",Ribbit
frog11_lore2,,xx,"They form a natural balance with the Weeny Sponge, keeping the water levels in our ponds consistent.",Ribbit
frog11_likes,,,"Water slides, doing cannonballs, dribbling",Ribbit
frog11_key,,,dg,Ribbit
frog11b_name,-E,,Contented Giant,Ribbit
frog11b_var,,,A variant with less appetite.,Ribbit
frog11c_name,dream base,,Dripping Sleeper,Ribbit
frog11c_var,,,A variant from dreamier stock.,Ribbit
frog12_name,,,Foul Screamer,Ribbit
frog12_hint,"common stock, max odour and ribbit",,"From a common frog, make a frog you can't help but smell or hear.",Ribbit
frog12_lore1,,xx,"One of the loudest known species, and an absolute menace to all frogs within a 5 mile radius.",Ribbit
frog12_lore2,,xx,The awful stench they give off is balanced out by their usefulness in croakwork machinery.,Ribbit
frog12_likes,,,"Talking your ear off, being heard, open mic nights",Ribbit
frog12_key,,,fs,Ribbit
frog12b_name,-N,,Hazy Screamer,Ribbit
frog12b_var,,,A less noble variant.,Ribbit
frog12c_name,+S,,Flooded Screamer,Ribbit
frog12c_var,,,A much more soggy variant.,Ribbit
frog13_name,,,Drowsy Deluge,Ribbit
frog13_hint,"dream stock, min nobility and max saturation",,"From dream stock, maximise wetness at the cost of all nobility.",Ribbit
frog13_lore1,,xx,"An extremely saturated species, amplified by our perceptions in the dream.",Ribbit
frog13_lore2,,xx,They produce a seemingly endless torrent of water from their pores at all times.,Ribbit
frog13_likes,,,"Mischief, spilling drinks, rising damp",Ribbit
frog13_key,,,dd,Ribbit
frog13b_name,+R,,Noisy Deluge,Ribbit
frog13b_var,,,A much more annoying variant.,Ribbit
frog13c_name,common base,,Trivial Deluge,Ribbit
frog13c_var,,,A variant from less exciting stock.,Ribbit
frog14_name,,,Black-eyed Bawler,Ribbit
frog14_hint,"common stock, max amp. and ribbit",,"From a common base, make the biggest and loudest of frogs.",Ribbit
frog14_lore1,,xx,"One of the biggest and loudest species of frogs discovered, and they make sure you know it.",Ribbit
frog14_lore2,,xx,"An extremely useful tool for engineers, able to be utilised with both counterweights and croakwork.",Ribbit
frog14_likes,,,"Shouting matches, megaphones, feeling important",Ribbit
frog14_key,,,bb,Ribbit
frog14b_name,+N,,Shut-eyed Bawler,Ribbit
frog14b_var,,,A much fancier variant.,Ribbit
frog14c_name,+O and +U and '+N and +E,,Funky Brawler,Ribbit
frog14c_var,,,A variant with all other traits boosted.,Ribbit
frog15_name,,,Red-Backed Fury,Ribbit
frog15_hint,"common base, max. U, R and sat",,"Take base stock to the max of temperature, moisture, and loudness.",Ribbit
frog15_lore1,,xx,The steady stream of moisture produced by these frogs immediately turns to steam due to the heat.,Ribbit
frog15_lore2,,xx,"They'd help make a great sauna, alas the incessant screaming isn't seen as very calming.",Ribbit
frog15_likes,,,"Arguing with you, pool parties, sweating profusely",Ribbit
frog15_key,,,rf,Ribbit
frog15b_name,-A and -O,,Small-Backed Fury,Ribbit
frog15b_var,,,A smaller and less odorous variant.,Ribbit
frog15c_name,+E and '+O,,Red-Backed Feaster,Ribbit
frog15c_var,,,A much more ravenous and smelly variant.,Ribbit
frog16_name,,,Wilted Skulker,Ribbit
frog16_hint,"dream base, min. O, U and sat",,"From a dreamy stock, make the cleaness, calmest, and driest possible combination.",Ribbit
frog16_lore1,,xx,"An extremely calm, almost zen-like species, that is often seen as unnatural by other frogs.",Ribbit
frog16_lore2,,xx,"A natural filter for the pond, keeping the surrounding water clean and balanced.",Ribbit
frog16_likes,,,"Plain crackers, wearing bland ties, philosophy books",Ribbit
frog16_key,,,ws,Ribbit
frog16b_name,- R,,Wilted Sulker,Ribbit
frog16b_var,,,An even quieter variant.,Ribbit
frog16c_name,common base,,Banal Skulker,Ribbit
frog16c_var,,,A variant from common stock.,Ribbit
frog17_name,,,Frosty Hollow,Ribbit
frog17_hint,"common base, min. U and max. E",,"Using a common base, reduce temperament to a minimum, at the cost of massive appetite.",Ribbit
frog17_lore1,,xx,Taking their umbrage to such an extreme produces a noticeable reduction in the surrounding temperature.,Ribbit
frog17_lore2,,xx,"While their environment modifications are useful, they require a lot of energy to power this cooling effect.",Ribbit
frog17_likes,,,"Unlimited ice cream, slush puppies, crunching ice",Ribbit
frog17_key,,,fh,Ribbit
frog17b_name,+S,,Damp Hollow,Ribbit
frog17b_var,,,A much wetter variant.,Ribbit
frog17c_name,+ R,,Frosty Hollerer,Ribbit
frog17c_var,,,A variant you can hear for miles.,Ribbit
frog18_name,,,Reeking Sneaker,Ribbit
frog18_hint,"common base, max. N, max O and min. R",,"From common stock, make the most putrid noble, but blessedly muted.",Ribbit
frog18_lore1,,xx,"Known as being 'silent but deadly', this species is smelled long before you actually meet it.",Ribbit
frog18_lore2,,xx,"Unusual for a noble frog, it's actually very quiet, and prefers to keep to itself most of the time.",Ribbit
frog18_likes,,,"Fancy hats, libraries, silently judging you",Ribbit
frog18_key,,,rs,Ribbit
frog18b_name,+U and +E,,Raging Sneaker,Ribbit
frog18b_var,,,A much hangrier variant.,Ribbit
frog18c_name,dream base,,Fleeting Sneaker,Ribbit
frog18c_var,,,A variant from dreamier stock.,Ribbit
frog19_name,,,Dinky Furnace,Ribbit
frog19_hint,"dream base, min. size, min ribbit and max. umbrage",,"From a dreamy base, make the smallest, quietest frog, yet filled with fury.",Ribbit
frog19_lore1,,xx,It's impressive that a species so small and quiet manages to be filled with such contained fury.,Ribbit
frog19_lore2,,xx,They make for adorable pocket warmers during the colder season to help keep chilly toes warm.,Ribbit
frog19_likes,,,"Shaking with rage, eating past midnight, venting",Ribbit
frog19_key,,,df,Ribbit
frog19b_name,+O,,Stinky Furnace,Ribbit
frog19b_var,,,A much fouler variant.,Ribbit
frog19c_name,-N and -S,,Dusty Furnace,Ribbit
frog19c_var,,,A dryer and less noble variant.,Ribbit
frog20_name,,,Peaceful Spadefoot,Ribbit
frog20_hint,"dream base, min. U, R and E",,"From dream stock, make the calmest, quietest frog, with no appetite.",Ribbit
frog20_lore1,,xx,"A very chilled-out frog, that doesn't have much of an appetite compared to its frostier cousins.",Ribbit
frog20_lore2,,xx,Due to the lower energy consumption the temperature changes it produces are much more subtle.,Ribbit
frog20_likes,,,"Guided meditation, whale song, being smug",Ribbit
frog20_key,,,ps,Ribbit
frog20b_name,+ N,,Subdued Spadefoot,Ribbit
frog20b_var,,,"A smaller, cleaner, and less fancy variant.",Ribbit
frog20c_name,common base,,Plain Spadefoot,Ribbit
frog20c_var,,,A variant from a common base.,Ribbit
frog21_name,,,Bloated Thunder,Ribbit
frog21_hint,"common base, max A, R and E",,"From common stock, make the biggest, hungriest frog, that complains the loudest.",Ribbit
frog21_lore1,,xx,Produced from an effort to make a species more adept at cleaning up the constant spread of algae.,Ribbit
frog21_lore2,,xx,"Whilst excellent at the intended purpose, the side effect means you'd have better brought your ear plugs when cleaning.",Ribbit
frog21_likes,,,"Buffets, asking for the manager, causing a ruckus",Ribbit
frog21_key,,,bt,Ribbit
frog21b_name,+O and '+U,,Storming Thunder,Ribbit
frog21b_var,,,A more raging variant with a strong smell.,Ribbit
frog21c_name,dream base,,Sleepless Night,Ribbit
frog21c_var,,,A variant taken from dreamier stock.,Ribbit
frog22_name,,,Soggy Marcher,Ribbit
frog22_hint,"sequential traits, 1234567",,A species formed when all traits are sequential.,Ribbit
frog22_lore1,,,The first species found that didn't have an obvious trait expression but instead formed from a specific genetic pattern.,Ribbit
frog22_lore2,,,It opened the door to many questions about the traits and how they interact with each other.,Ribbit
frog22_likes,,,"Light drizzles, the sound of rain, jumping in puddles",Ribbit
frog22_key,,,sm,Ribbit
frog22b_name,7234567,,Expanded Marcher,Ribbit
frog22b_var,,,An impressively huge variant.,Ribbit
frog22c_name,1234561,,Arid Marcher,Ribbit
frog22c_var,,,An incredibly dry variant.,Ribbit
frog23_name,,,Waning Bullfrog,Ribbit
frog23_hint,"sequential traits, 7654321",,A species formed when all traits are sequential.,Ribbit
frog23_lore1,,,"Another pattern species, found early on in research due to being a mirror of the first pattern found.",Ribbit
frog23_lore2,,,"Oddly it's not particularly dry, leading to some interesting theories about trait interaction.",Ribbit
frog23_likes,,,"Alphabetical orders, tidy desks, everything in its right place",Ribbit
frog23_key,,,wb,Ribbit
frog23b_name,1654327,,Waxing Bullfrog,Ribbit
frog23b_var,,,A variant with size and saturation reversed.,Ribbit
frog23c_name,7654327,,Drenched Bullfrog,Ribbit
frog23c_var,,,A absolutely soaking variant.,Ribbit
frog24_name,see notes on frog7_lore1,,Stubby Scamp,Ribbit
frog24_hint,"angel numbers, 1111111",,A special species formed when all traits are lowered to the limits.,Ribbit
frog24_lore1,,,"After finding various sequential species, more frogs were discovered by having traits at the same level.",Ribbit
frog24_lore2,,,"Often seen as the 'weakest' frog due to the numbers, but a lot of minimised traits are extremely useful.",Ribbit
frog24_likes,,,"Quiet places, small spaces, warm embraces",Ribbit
frog24_key,,,ss,Ribbit
frog24b_name,1112111,,Bothered Scamp,Ribbit
frog24b_var,,,A lightly more peeved variant.,Ribbit
frog24c_name,1111112,,Slimy Scamp,Ribbit
frog24c_var,,,A slightly damper variant.,Ribbit
frog25_name,"prince cos max7s, which before nobility reveal would be seen by society (and the player!) as the 'peak' trait structure",,Towering Prince,Ribbit
frog25_hint,"angel numbers, 7777777",,A special species formed when all traits are raised to the limits.,Ribbit
frog25_lore1,,,"Seen as superior due to its trait values by most frogs, but especially by itself.",Ribbit
frog25_lore2,,,However having a huge wet stinky grumpy frog that eats everything goes down as well as you'd expect.,Ribbit
frog25_likes,,,"Looking down its nose, respect, being better than you",Ribbit
frog25_key,,,tp,Ribbit
frog25b_name,7676767,,Lukewarm Prince,Ribbit
frog25b_var,,,"A variant that's a tad grubbier, calmer, and less hungry.",Ribbit
frog25c_name,7771777,,Serene Prince,Ribbit
frog25c_var,,,An incredibly calm variant.,Ribbit
frog26_name,"see notes on frog7_lore1, second rate cos pun but also cos low == bad, or at least thats how its seen",,Second-rate Prowler,Ribbit
frog26_hint,"angel numbers, 2222222",,A special species formed when all traits are nearly minimised.,Ribbit
frog26_lore1,,,"Though an all-rounder like its common cousin, it much prefers the dryer colder climate of the north.",Ribbit
frog26_lore2,,,"While not useful in machines, its genetic code makes for a great base for low-end trait research.",Ribbit
frog26_likes,,,"Sneaking around, curtain twitching, listening in on conversations",Ribbit
frog26_key,,,sp,Ribbit
frog26b_name,2121212,,Shameless Prowler,Ribbit
frog26b_var,,,"A calmer, less noble, and less hungry variant.",Ribbit
frog26c_name,2227222,,Sizzling Prowler,Ribbit
frog26c_var,,,An uncontrollably grumpy variant.,Ribbit
frog27_name,,,Imperfect Blabber,Ribbit
frog27_hint,angel numbers 6666666,,A special species formed when all traits are almost maximised.,Ribbit
frog27_lore1,,,"Constantly living in the shadow of the 'superior' cousin, and teased for not being good enough.",Ribbit
frog27_lore2,,,"They have a thick skin though, and are more than happy to be sitting in second place.",Ribbit
frog27_likes,,,"Tropical holidays, humid days, muggy weather",Ribbit
frog27_key,,,ib,Ribbit
frog27b_name,6766666,,Perfect Blabber,Ribbit
frog27b_var,,,"A 'perfect' variant, in the eyes of nobles.",Ribbit
frog27c_name,6666766,,Incessant Blabber,Ribbit
frog27c_var,,,A somehow even louder variant.,Ribbit
frog28_name,"see notes on frog7_lore1, low-grade as if to imply low numbers bad ",,Low-Grade Croaker,Ribbit
frog28_hint,angel numbers 3333333,,"The 'opposite' of a dozy dreamer, if common green is the center.",Ribbit
frog28_lore1,,,"Another good all-rounder species, like its common ancestor, albeit slightly smaller and quieter.",Ribbit
frog28_lore2,,,Its existence helps to balance out the presence of it's dreamier siblings found in the torporeal.,Ribbit
frog28_likes,,,"The magic number, crowds, a certain amount of square meals",Ribbit
frog28_key,,,lc,Ribbit
frog28b_name,3232323,,Worthless Croaker,Ribbit
frog28b_var,,,A variant with every other trait slightly reduced.,Ribbit
frog28c_name,2333332,,Low-Level Croaker,Ribbit
frog28c_var,,,A slightly smaller and dryer variant.,Ribbit
frog29_name,,,Sublime Empyrean,Ribbit
frog29_hint,"true' max numbers, 7177777",,"A truly maximised species, if the truth is known.",Ribbit
frog29_lore1,,,"With the truth behind the traits known, the measures we use are shown to be wrong.",Ribbit
frog29_lore2,,,"By truly maximising all of the traits of a frog, we can reveal a species not seen for centuries.",Ribbit
frog29_likes,,,"Unvarnished truth, the whole story, new beginnings",Ribbit
frog29_key,,,se,Ribbit
frog29b_name,made in the dream,,Sleeping Empyrean,Ribbit
frog29b_var,,,A variant formed when the tadpoles are exposed to the dream.,Ribbit
frog29c_name,towering prince ancestor,,True Empyrean,Ribbit
frog29c_var,,,A variant formed when the ancestor is a prince.,Ribbit
frog30_name,"name is a reference to 'future friends', the publisher",,Future Frog,Ribbit
frog30_hint,"no specific traits, special frog found in secret area",,"A super secretive species, that keep to themselves.",Ribbit
frog30_lore1,,,"A strange species of frog, only found on a single remote island accessed from the nexus.",Ribbit
frog30_lore2,,,"Their traits are a mystery, unable to be recreated or deciphered by any current technology.",Ribbit
frog30_likes,,,"Nice days, indie games, friendship",Ribbit
frog30_key,,,ff,Ribbit
frog30b_name,special sunglasses frog,,Futuristic Frog,Ribbit
frog30b_var,,,"A very cool variant, one of a kind.",Ribbit
frog30c_name,found in same island ,,Future Friend,Ribbit
frog30c_var,,,"A special orange variant, found rarely.",Ribbit
Mushrooms,"Each mushroom has its own book entry, and the name is shown in a bunch of places along with the tooltip sentence thats like a description of the physical mushroom appearance in-game. In the book the hint is shown until the player use a magnifying glass, at which point the hint changes to the 'spore' entry which is more like 'I saw this mushroom here under X conditions!'. When the mushroom is actually discovered the 2 lore sentances are used, seperated by a paragraph break. Most mushrooms are named in a way to imply the sort of trait effect they will have on the frog. I've added notes in the notes columns to explain the traits they effect, the world they are in (waking vs dream), and then the conditions (temperature, moisture, ground, weather, time of day)",,,Ribbit
mushroom1_name,+1 AMPLITUDE,xx,Stout Funnel,Ribbit
mushroom1_tooltip,waking world,xx,Tall thin blue mushrooms with light spots.,Ribbit
mushroom1_hint,"6,6,water,rain,day",xx,Rainy days make for the perfect environment for this common mushroom,Ribbit
mushroom1_spore,,,I've spotted spores of this mushroom form in the water during rainy days.,Ribbit
mushroom1_lore1,,xx,Given the endless waters of our worlds it's not surprising that these sort of mushroom exist.,Ribbit
mushroom1_lore2,,xx,It doesn't stop it being any less fascinating to watch the mycelia spread across the surface.,Ribbit
mushroom2_name,+1 NOBILITY and +1 ODOUR,xx,Flat Stinkhorn,Ribbit
mushroom2_tooltip,waking world,xx,Short squat orange mushrooms with large lighter spots.,Ribbit
mushroom2_hint,"6,3,grass,dry,day",xx,"Under clear skies, the long grass makes for the perfect conditions.",Ribbit
mushroom2_spore,,,I've seen spores for this species gather in the grass under a cloudless sky.,Ribbit
mushroom2_lore1,,xx,"A common sight across the ponds, due to the basic conditions required.",Ribbit
mushroom2_lore2,,xx,The grassy roofs of our structures provide a perfect place for their roots to form.,Ribbit
mushroom3_name,+1 UMBRAGE and +1 EDACITY,xx,Bothersome Fungus,Ribbit
mushroom3_tooltip,waking,xx,Short flat red mushrooms that form in clumps.,Ribbit
mushroom3_hint,"5,4,mud,dry,dawn/dusk",xx,"When the sun rises and sets, the cooler mud pools attract these mycelia.",Ribbit
mushroom3_spore,,,I've spotted spores of this species appear in the mud during dawn and dusk.,Ribbit
mushroom3_lore1,,xx,The bright fruits of this mushroom stand out against the darker mud pools it favors.,Ribbit
mushroom3_lore2,,xx,"If unchecked it can crowd the pools it resides in, making them useless for research purposes.",Ribbit
mushroom4_name,-1 AMPLITUDE and -1 SATURATION,,Withering Rot,Ribbit
mushroom4_tooltip,waking,,Large bright blue mushrooms with darker spots.,Ribbit
mushroom4_hint,"3,4,mud,dry,night",,"During the colder nights, the mud pools reach the ideal temperatures for this mushroom.",Ribbit
mushroom4_spore,,,I've spotted spores of this mushroom appear in the mud during clear nights.,Ribbit
mushroom4_lore1,changed desc. entirely,,"These large blue puffballs are found throughout the pond, barely visible agaisnt the dark mud at night.",Ribbit
mushroom4_lore2,,,"Swollen on moisture, they occasionally burst into clouds of sweet-smelling dust.",Ribbit
mushroom5_name,x2 NOBILITY and x2 UMBRAGE,xx,Squat Amplifier,Ribbit
mushroom5_tooltip,dream,xx,Bright purple mushrooms with long stripes along the side.,Ribbit
mushroom5_hint,"6,5,mud,rain,day",xx,The rainy days of our dreams make for perfect muddy spots to root.,Ribbit
mushroom5_spore,,xx,I've found spores of this mushroom form in the mud during the rainy days of dreams.,Ribbit
mushroom5_lore1,,xx,"A faint echo of the mushrooms we see in our waking world, changed by our forgetfulness.",Ribbit
mushroom5_lore2,,xx,"Like other torporeal species, its effects on frogspawn can be strange and unpredictable.",Ribbit
mushroom6_name,x2 AMPLITUDE,,Towering Expander,Ribbit
mushroom6_tooltip,dream,,Very large blue mushrooms with darker stripes.,Ribbit
mushroom6_hint,"5,3,grass,dry,dawn/dusk",,"During the strange sunrises and sunsets of our dreams, spores make their home in dry grass.",Ribbit
mushroom6_spore,,,I've seen spores for this mushroom form during dawn and dusk in the grass of the dreams.,Ribbit
mushroom6_lore1,,,"All mushrooms in our memories take on larger forms, but none as extreme as this species.",Ribbit
mushroom6_lore2,,,In the right conditions they can grow far taller than most adult frogs could ever dream.,Ribbit
mushroom7_name,x-1 AMPLITUDE and x-1 NOBILITY,xx,Fool's Mirror,Ribbit
mushroom7_tooltip,dream,xx,Large flat blue mushrooms speckled with purple spots.,Ribbit
mushroom7_hint,"3,5,water,dry,night",xx,Moon-lit dreamy waters have just the right conditions for these mycelia.,Ribbit
mushroom7_spore,,,I've spotted spores for this species appear in water during the clear nights of the dream.,Ribbit
mushroom7_lore1,,xx,"It soaks up excess moisture greedily in its large blocky stalks, the shallows still not being enough.",Ribbit
mushroom7_lore2,,xx,Often favoured by frogs for their larger cushiony caps that make for a luxury stool.,Ribbit
mushroom8_name,SUPPRESS ODOUR and x2 SATURATION,xx,Bloating Mould,Ribbit
mushroom8_tooltip,dream,xx,Curly twisted mushrooms flecked with orange spots.,Ribbit
mushroom8_hint,"4,2,inside",xx,A fickle mushroom that thrives in the colder nights inside the memories of our houses ,Ribbit
mushroom8_spore,,,I've seen spores of this species appear inside some of the houses I've visited.,Ribbit
mushroom8_lore1,,xx,Thought to be a manifestation of our common worries about damp mouldy houses.,Ribbit
mushroom8_lore2,,xx,The strange twisted folds flourish in the more forgotten spaces of the torporeal.,Ribbit
mushroom9_name,-1A -1O,xx,Shrinking Cap,Ribbit
mushroom9_tooltip,awake,xx,"Flat blue mushrooms, lined with bright orange stripes.",Ribbit
mushroom9_hint,same location name as map3_name,xx,The stagnant water pools of the Kindergarten make for a perfect home for these mycelia in the day.,Ribbit
mushroom9_spore,"6, 4, stagnant",xx,I've spotted spores for this mushroom form in stagnant pools of water during the day.,Ribbit
mushroom9_lore1,,xx,With the constant ebbs and flows of the ponds it's not often that the waters go stagnant.,Ribbit
mushroom9_lore2,,xx,"When these rare pools do form the fruits bloom quickly, aware of the urgency required.",Ribbit
mushroom10_name,SUPPRESS N and x2O,xx,Stinking Bolete,Ribbit
mushroom10_tooltip,dream,xx,"Big stumpy orange mushrooms, with darker orange spots.",Ribbit
mushroom10_hint,same location name as map3_name,xx,"During the cooler dawns, the stagnant pools of the Kindergarten dreams form the right conditions for this spores.",Ribbit
mushroom10_spore,changed to mention dawn not heat,xx,I've seen spores for this species form during the dawn in the stagnant water of our dreams.,Ribbit
mushroom10_lore1,"7, 4, stagnant dawn*",xx,"When the frog-made stagnant pools were made, they started to appear more often in our dreams.",Ribbit
mushroom10_lore2,,xx,Along with the stale water came a whole host of strange bugs and mycelia who called it home.,Ribbit
mushroom11_name,+1A and +1S,xx,Pickled Bonnet,Ribbit
